template,label,original_count,kept,removed
N' or ( select * from ( select ( sleep ( N ) ) ) A ),1,1,1,0
N' or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
"N' or ( select N from ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N",1,1,1,0
"N' or ( select N* ( if ( ( select * from ( select concat ( HEX, ( select ( elt (",1,1,1,0
"N' or A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N,N )",1,1,1,0
N' or N = ( select N from pg_sleep ( N ) ),1,1,1,0
N' or N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N' or N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as sys4,A as",1,1,1,0
"N' or N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as t3,A$fun",1,1,1,0
"N' or N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tables as t3 ) -",1,1,1,0
"N' or N = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_u",1,1,1,0
"N' or N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
"N' or N = benchmark ( N,md5 ( HEX ) )",1,1,1,0
"N' or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
N' or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ( ,1,1,1,0
N' or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( rep,1,1,1,0
N' or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( rep,1,1,1,0
N' or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( rep,1,1,1,0
"N' or elt ( N = N,sleep ( N ) )",1,1,1,0
"N' or elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' or exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N = N,N ) ",1,1,1,0
"N' or extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) )",1,1,1,0
N' or sleep ( N ),1,1,1,0
N' or sleep ( N ) #,1,1,1,0
"N' or updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) ,N )",1,1,1,0
N' order by N#,1,1,1,0
N' order by N--,1,1,1,0
"N' procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md5 ( HEX ) ) ) ",1,1,1,0
"N' procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md5 ( HEX ) ) ) ",1,1,1,0
"N' procedure A ( extractvalue ( N,concat ( HEX,HEX, ( select ( case when ( N = N",1,1,1,0
N' union all select null#,1,1,1,0
"N' union all select null,null#",1,1,1,0
"N' union all select null,null,null#",1,1,1,0
"N' union all select null,null,null,null#",1,1,1,0
"N' union all select null,null,null,null--",1,1,1,0
"N' union all select null,null,null--",1,1,1,0
"N' union all select null,null--",1,1,1,0
N' union all select null--,1,1,1,0
N' where N = N ( select ( case when ( N = N ) then regexp_substring ( repeat ( l,1,1,1,0
N' where N = N ( select ( case when ( N = N ) then regexp_substring ( repeat ( r,1,1,1,0
N' where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
N' where N = N A sleep ( N ) #,1,1,1,0
N' where N = N A sleep ( N ) --,1,1,1,0
N' where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
"N' where N = N and ( select N from ( select count ( * ) ,concat ( HEX, ( select ",1,1,1,0
"N' where N = N and ( select N* ( if ( ( select * from ( select concat ( HEX, ( s",1,1,1,0
"N' where N = N and A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( el",1,1,1,0
N' where N = N and N = ( select upper ( A ( chr ( N ) ||chr ( N ) ||chr ( N ) ||,1,1,1,0
"N' where N = N and N = A.A.sn ( N, ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ( N",1,1,1,0
"N' where N = N and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N' where N = N and N = benchmark ( N,md5 ( HEX ) ) --",1,1,1,0
N' where N = N and N = cast ( ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ( N ) ||,1,1,1,0
"N' where N = N and N = convert ( A, ( select char ( N ) +char ( N ) +char ( N ) ",1,1,1,0
N' where N = N and N = dbms_utility.sqlid_to_sqlhash ( ( chr ( N ) ||chr ( N ) |,1,1,1,0
N' where N = N and N = utl_inaddr.get_host_address ( chr ( N ) ||chr ( N ) ||chr,1,1,1,0
N' where N = N and N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +char,1,1,1,0
"N' where N = N and elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' where N = N and elt ( N = N,sleep ( N ) ) --",1,1,1,0
"N' where N = N and exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt",1,1,1,0
"N' where N = N and extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N )",1,1,1,0
N' where N = N and sleep ( N ) #,1,1,1,0
N' where N = N and sleep ( N ) --,1,1,1,0
"N' where N = N and updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ",1,1,1,0
N' where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
"N' where N = N or ( select N from ( select count ( * ) ,concat ( HEX, ( select (",1,1,1,0
"N' where N = N or ( select N* ( if ( ( select * from ( select concat ( HEX, ( se",1,1,1,0
"N' where N = N or A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt",1,1,1,0
"N' where N = N or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N' where N = N or N = benchmark ( N,md5 ( HEX ) ) --",1,1,1,0
N' where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_sub,1,1,1,0
"N' where N = N or elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' where N = N or elt ( N = N,sleep ( N ) ) --",1,1,1,0
"N' where N = N or exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ",1,1,1,0
"N' where N = N or extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ",1,1,1,0
N' where N = N or sleep ( N ) #,1,1,1,0
N' where N = N or sleep ( N ) --,1,1,1,0
"N' where N = N or updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) )",1,1,1,0
N' where N = N order by N#,1,1,1,0
N' where N = N order by N--,1,1,1,0
"N' where N = N procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md5 ",1,1,1,0
"N' where N = N procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md5 ",1,1,1,0
"N' where N = N procedure A ( extractvalue ( N,concat ( HEX,HEX, ( select ( case ",1,1,1,0
N' where N = N union all select null#,1,1,1,0
"N' where N = N union all select null,null#",1,1,1,0
"N' where N = N union all select null,null,null#",1,1,1,0
"N' where N = N union all select null,null,null,null#",1,1,1,0
"N' where N = N union all select null,null,null,null,null#",1,1,1,0
"N' where N = N union all select null,null,null,null,null,null#",1,1,1,0
"N' where N = N union all select null,null,null,null,null,null,null#",1,1,1,0
"N' where N = N union all select null,null,null,null,null,null,null,null#",1,1,1,0
"N' where N = N union all select null,null,null,null,null,null,null,null,null#",1,1,1,0
"N' where N = N union all select null,null,null,null,null,null--",1,1,1,0
"N' where N = N union all select null,null,null,null,null--",1,1,1,0
"N' where N = N union all select null,null,null,null--",1,1,1,0
"N' where N = N union all select null,null,null--",1,1,1,0
"N' where N = N union all select null,null--",1,1,1,0
N' where N = N union all select null--,1,1,1,0
N'+ ( select A where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N'+ ( select A where N = N A sleep ( N ) #,1,1,1,0
N'+ ( select A where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N'+ ( select A where N = N and N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N'+ ( select A where N = N and N = ( select count ( * ) from A as sys1,A as sys2",1,1,1,0
"N'+ ( select A where N = N and N = ( select count ( * ) from A$A as t1,A$A as t2",1,1,1,0
"N'+ ( select A where N = N and N = ( select count ( * ) from A.A as t1,A.columns",1,1,1,0
"N'+ ( select A where N = N and N = ( select count ( * ) from all_users t1,all_us",1,1,1,0
N'+ ( select A where N = N and N = ( select count ( * ) from generate_series ( N,1,1,1,0
"N'+ ( select A where N = N and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
N'+ ( select A where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr (,1,1,1,0
N'+ ( select A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ),1,1,1,0
N'+ ( select A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ),1,1,1,0
"N'+ ( select A where N = N and elt ( N = N,sleep ( N ) ) #",1,1,1,0
N'+ ( select A where N = N and sleep ( N ) #,1,1,1,0
N'+ ( select A where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N'+ ( select A where N = N or N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N'+ ( select A where N = N or N = ( select count ( * ) from A as sys1,A as sys2,",1,1,1,0
"N'+ ( select A where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2,",1,1,1,0
"N'+ ( select A where N = N or N = ( select count ( * ) from A.A as t1,A.columns ",1,1,1,0
"N'+ ( select A where N = N or N = ( select count ( * ) from all_users t1,all_use",1,1,1,0
"N'+ ( select A where N = N or N = ( select count ( * ) from generate_series ( N,",1,1,1,0
"N'+ ( select A where N = N or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
N'+ ( select A where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( ,1,1,1,0
N'+ ( select A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) ,1,1,1,0
N'+ ( select A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) ,1,1,1,0
"N'+ ( select A where N = N or elt ( N = N,sleep ( N ) ) #",1,1,1,0
N'+ ( select A where N = N or sleep ( N ) #,1,1,1,0
N'+ ( select A where N = N order by N#,1,1,1,0
N'+ ( select A where N = N order by N--,1,1,1,0
"N'+ ( select A where N = N procedure A ( extractvalue ( N,concat ( HEX, ( benchm",1,1,1,0
N'+ ( select A where N = N union all select null#,1,1,1,0
"N'+ ( select A where N = N union all select null,null#",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null#",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null,null#",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null,null,null#",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null,null,null,null#",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null,null,null,null,null#",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null,null,null,null,null,n",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null,null,null,null--",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null,null,null--",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null,null--",1,1,1,0
"N'+ ( select A where N = N union all select null,null,null--",1,1,1,0
"N'+ ( select A where N = N union all select null,null--",1,1,1,0
N'+ ( select A where N = N union all select null--,1,1,1,0
"N', ( A if ( N = N ) then dbms_lock.sleep ( N )",1,1,1,0
"N', ( convert ( A, ( select char ( N ) +char ( N ) +char ( N ) +char ( N ) +char",1,1,1,0
"N', ( select ( case when ( N = N ) then ( ascii ( regexp_substring ( repeat ( le",1,1,1,0
"N', ( select ( case when ( N = N ) then ( ascii ( regexp_substring ( repeat ( ri",1,1,1,0
"N', ( select ( case when ( N = N ) then ( select N from pg_sleep ( N ) ) else N/",1,1,1,0
"N', ( select ( case when ( N = N ) then ( select benchmark ( N,md5 ( HEX ) ) ) e",1,1,1,0
"N', ( select ( case when ( N = N ) then sleep ( N ) else N* ( select N from info",1,1,1,0
"N', ( select N from ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N,N",1,1,1,0
"N', ( select N* ( if ( ( select * from ( select concat ( HEX, ( select ( elt ( N",1,1,1,0
"N',A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N,N ) ) ",1,1,1,0
"N',exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N = N,N ) ) )",1,1,1,0
"N',extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) )",1,1,1,0
"N',updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) ,N )",1,1,1,0
N'STR'A' from A where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N'STR'A' from A where N = N A sleep ( N ) #,1,1,1,0
N'STR'A' from A where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N'STR'A' from A where N = N and N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N'STR'A' from A where N = N and N = ( select count ( * ) from A as sys1,A as sys",1,1,1,0
"N'STR'A' from A where N = N and N = ( select count ( * ) from A$A as t1,A$A as t",1,1,1,0
"N'STR'A' from A where N = N and N = ( select count ( * ) from A.A as t1,A.column",1,1,1,0
"N'STR'A' from A where N = N and N = ( select count ( * ) from A.systables as t1,",1,1,1,0
"N'STR'A' from A where N = N and N = ( select count ( * ) from all_users t1,all_u",1,1,1,0
N'STR'A' from A where N = N and N = ( select count ( * ) from generate_series ( ,1,1,1,0
"N'STR'A' from A where N = N and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
N'STR'A' from A where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ,1,1,1,0
N'STR'A' from A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ,1,1,1,0
N'STR'A' from A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ,1,1,1,0
"N'STR'A' from A where N = N and elt ( N = N,sleep ( N ) ) #",1,1,1,0
N'STR'A' from A where N = N and sleep ( N ) #,1,1,1,0
N'STR'A' from A where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N'STR'A' from A where N = N or N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N'STR'A' from A where N = N or N = ( select count ( * ) from A as sys1,A as sys2",1,1,1,0
"N'STR'A' from A where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2",1,1,1,0
"N'STR'A' from A where N = N or N = ( select count ( * ) from A.A as t1,A.columns",1,1,1,0
"N'STR'A' from A where N = N or N = ( select count ( * ) from A.systables as t1,A",1,1,1,0
"N'STR'A' from A where N = N or N = ( select count ( * ) from all_users t1,all_us",1,1,1,0
N'STR'A' from A where N = N or N = ( select count ( * ) from generate_series ( N,1,1,1,0
"N'STR'A' from A where N = N or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
N'STR'A' from A where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr (,1,1,1,0
N'STR'A' from A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ),1,1,1,0
N'STR'A' from A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ),1,1,1,0
"N'STR'A' from A where N = N or elt ( N = N,sleep ( N ) ) #",1,1,1,0
N'STR'A' from A where N = N or sleep ( N ) #,1,1,1,0
N'STR'A' from A where N = N order by N#,1,1,1,0
N'STR'A' from A where N = N order by N--,1,1,1,0
"N'STR'A' from A where N = N procedure A ( extractvalue ( N,concat ( HEX, ( bench",1,1,1,0
N'STR'A' from A where N = N union all select null#,1,1,1,0
"N'STR'A' from A where N = N union all select null,null#",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null#",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null#",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null#",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null,null#",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null,null,null#",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null,null,null,",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null,null,null,",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null,null,null,",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null,null,null,",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null,null,null,",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null,null,null-",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null,null--",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null,null--",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null,null--",1,1,1,0
"N'STR'A' from A where N = N union all select null,null,null--",1,1,1,0
"N'STR'A' from A where N = N union all select null,null--",1,1,1,0
N'STR'A' from A where N = N union all select null--,1,1,1,0
"N'STR'A' where N = N and N = ( select count ( * ) from A.systables as t1,A.systa",1,1,1,0
"N'STR'A' where N = N union all select null,null,null,null,null,null,null,null--",1,1,1,0
N'STR'A'STR'A' ) #,1,1,1,0
N'STR'N'STR'N,1,1,1,0
N'STR'N:N:N' else N* ( select N from A..sysdatabases ) end ) ),1,1,1,0
N'STR'N:N:N'#,1,1,1,0
N'STR'N:N:N'STR',1,1,1,0
"N, ( A if ( N = N ) then dbms_lock.sleep ( N )",1,1,1,0
"N, ( convert ( A, ( select char ( N ) +char ( N ) +char ( N ) +char ( N ) +char ",1,1,1,0
"N, ( select ( case when ( N = N ) then ( ascii ( regexp_substring ( repeat ( lef",1,1,1,0
"N, ( select ( case when ( N = N ) then ( ascii ( regexp_substring ( repeat ( rig",1,1,1,0
"N, ( select ( case when ( N = N ) then ( select N from pg_sleep ( N ) ) else N/ ",1,1,1,0
"N, ( select ( case when ( N = N ) then ( select benchmark ( N,md5 ( HEX ) ) ) el",1,1,1,0
"N, ( select ( case when ( N = N ) then sleep ( N ) else N* ( select N from infor",1,1,1,0
"N, ( select ( case when ( N = N ) then waitfor delay 'STR' else N* ( select N fr",1,1,1,0
"N, ( select N from ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N,N ",1,1,1,0
"N, ( select N* ( if ( ( select * from ( select concat ( HEX, ( select ( elt ( N ",1,1,1,0
"N,A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N,N ) ) )",1,1,1,0
"N,exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N = N,N ) ) ) ",1,1,1,0
"N,extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) )",1,1,1,0
"N,updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) ,N )",1,1,1,0
N.00217e+N,0,1,1,0
N.00245e+N,0,1,1,0
N.00405e+N,0,1,1,0
N.00454e+N,0,1,1,0
N.01035e+N,0,1,1,0
N.01063e+N,0,1,1,0
N.01119e+N,0,1,1,0
N.01225e+N,0,1,1,0
N.01871e+N,0,1,1,0
N.0199e+N,0,1,1,0
N.01e+N,0,1,1,0
N.02525e+N,0,1,1,0
N.02549e+N,0,1,1,0
N.02606e+N,0,1,1,0
N.02612e+N,0,1,1,0
N.02828e+N,0,1,1,0
N.02e+N,0,1,1,0
N.03007e+N,0,1,1,0
N.03287e+N,0,1,1,0
N.03487e+N,0,1,1,0
N.03614e+N,0,1,1,0
N.03996e+N,0,1,1,0
N.03e+N,0,1,1,0
N.04089e+N,0,1,1,0
N.04302e+N,0,1,1,0
N.04422e+N,0,1,1,0
N.04489e+N,0,1,1,0
N.04589e+N,0,1,1,0
N.04811e+N,0,1,1,0
N.04948e+N,0,1,1,0
N.05128e+N,0,1,1,0
N.0515e+N,0,1,1,0
N.05258e+N,0,1,1,0
N.05338e+N,0,1,1,0
N.05723e+N,0,1,1,0
N.05923e+N,0,1,1,0
N.05975e+N,0,1,1,0
N.05e+N,0,1,1,0
N.06099e+N,0,1,1,0
N.06153e+N,0,1,1,0
N.06517e+N,0,1,1,0
N.06705e+N,0,1,1,0
N.07378e+N,0,1,1,0
N.07402e+N,0,1,1,0
N.07443e+N,0,1,1,0
N.07544e+N,0,1,1,0
N.07682e+N,0,1,1,0
N.08272e+N,0,1,1,0
N.0841e+N,0,1,1,0
N.08498e+N,0,1,1,0
N.08791e+N,0,1,1,0
N.09015e+N,0,1,1,0
N.09031e+N,0,1,1,0
N.09196e+N,0,1,1,0
N.09479e+N,0,1,1,0
N.0957e+N,0,1,1,0
N.09757e+N,0,1,1,0
N.10842e+N,0,1,1,0
N.10e+N,0,1,1,0
N.11164e+N,0,1,1,0
N.11181e+N,0,1,1,0
N.11358e+N,0,1,1,0
N.1136e+N,0,1,1,0
N.11566e+N,0,1,1,0
N.11823e+N,0,1,1,0
N.11e+N,0,1,1,0
N.1201e+N,0,1,1,0
N.1203e+N,0,1,1,0
N.12137e+N,0,1,1,0
N.12155e+N,0,1,1,0
N.12244e+N,0,1,1,0
N.12382e+N,0,1,1,0
N.12404e+N,0,1,1,0
N.1265e+N,0,1,1,0
N.12801e+N,0,1,1,0
N.12832e+N,0,1,1,0
N.1284e+N,0,1,1,0
N.12979e+N,0,1,1,0
N.13313e+N,0,1,1,0
N.1363e+N,0,1,1,0
N.13661e+N,0,1,1,0
N.13841e+N,0,1,1,0
N.13887e+N,0,1,1,0
N.14046e+N,0,1,1,0
N.14114e+N,0,1,1,0
N.14206e+N,0,1,1,0
N.14471e+N,0,1,1,0
N.14581e+N,0,1,1,0
N.14869e+N,0,1,1,0
N.15202e+N,0,1,1,0
N.15402e+N,0,1,1,0
N.15574e+N,0,1,1,0
N.16169e+N,0,1,1,0
N.16233e+N,0,1,1,0
N.16237e+N,0,1,1,0
N.16251e+N,0,1,1,0
N.16361e+N,0,1,1,0
N.1643e+N,0,1,1,0
N.1724e+N,0,1,1,0
N.17344e+N,0,1,1,0
N.17668e+N,0,1,1,0
N.17827e+N,0,1,1,0
N.17889e+N,0,1,1,0
N.17915e+N,0,1,1,0
N.181e+N,0,1,1,0
N.18286e+N,0,1,1,0
N.18595e+N,0,1,1,0
N.18663e+N,0,1,1,0
N.18738e+N,0,1,1,0
N.18985e+N,0,1,1,0
whiteside.seyfferrtitz@A.uk,0,1,1,0
N.19007e+N,0,1,1,0
N.1902e+N,0,1,1,0
N.19037e+N,0,1,1,0
N.19291e+N,0,1,1,0
N.19537e+N,0,1,1,0
"( extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) ) )",1,1,1,0
zaca27,0,1,1,0
N.20248e+N,0,1,1,0
N.20274e+N,0,1,1,0
N.20299e+N,0,1,1,0
N.20326e+N,0,1,1,0
N.20367e+N,0,1,1,0
N.20415e+N,0,1,1,0
N.20453e+N,0,1,1,0
N.20613e+N,0,1,1,0
N.20777e+N,0,1,1,0
N.20958e+N,0,1,1,0
N.20e+N,0,1,1,0
N.2103e+N,0,1,1,0
N.21396e+N,0,1,1,0
N.21588e+N,0,1,1,0
N.2197e+N,0,1,1,0
N.21e+N,0,1,1,0
N.22216e+N,0,1,1,0
N.22584e+N,0,1,1,0
N.22605e+N,0,1,1,0
N.22608e+N,0,1,1,0
N.22773e+N,0,1,1,0
N.22805e+N,0,1,1,0
N.22869e+N,0,1,1,0
N.22e+N,0,1,1,0
N.23106e+N,0,1,1,0
N.23384e+N,0,1,1,0
N.23439e+N,0,1,1,0
N.23935e+N,0,1,1,0
N.24209e+N,0,1,1,0
N.24225e+N,0,1,1,0
N.24329e+N,0,1,1,0
N.24331e+N,0,1,1,0
N.24363e+N,0,1,1,0
N.24505e+N,0,1,1,0
N.24545e+N,0,1,1,0
N.25315e+N,0,1,1,0
N.25502e+N,0,1,1,0
N.25525e+N,0,1,1,0
N.25662e+N,0,1,1,0
N.25668e+N,0,1,1,0
